BASE_DATE,ADM_CD,ADM_NM
"20220630","24040650",문흥1동
"20220630","24040660",문흥2동
"20220630","24040670",두암1동
"20220630","24040680",두암2동
"20220630","24040690",두암3동
"20220630","24040700",삼각동
"20220630","24040710",매곡동
"20220630","24040720",오치1동
"20220630","24040730",오치2동
"20220630","24040740",석곡동
"20220630","24040780",일곡동
"20220630","24040800",양산동
"20220630","24040810",건국동
"20220630","24040820",신용동
"20220630","24050510",송정1동
"20220630","24050520",송정2동
"20220630","24050540",도산동
"20220630","24050550",신흥동
"20220630","24050560",어룡동
"20220630","24050580",우산동
"20220630","24050590",월곡1동
"20220630","24050600",월곡2동
"20220630","24050610",비아동
"20220630","24050630",하남동
"20220630","24050640",임곡동
"20220630","24050650",동곡동
"20220630","24050660",평동
"20220630","24050670",삼도동
"20220630","24050680",본량동
"20220630","24050690",첨단1동
"20220630","24050700",첨단2동
"20220630","24050710",운남동
"20220630","24050730",신창동
"20220630","24050740",신가동
"20220630","24050750",수완동
"20220630","25010530",효동
"20220630","25010550",판암1동
"20220630","25010560",판암2동
"20220630","25010570",용운동
"20220630","25010600",자양동
"20220630","25010630",가양1동
"20220630","25010640",가양2동
"20220630","25010650",용전동
"20220630","25010680",홍도동
"20220630","25010730",대청동
"20220630","25010750",산내동
"20220630","25010760",중앙동
"20220630","25010770",신인동
"20220630","25010780",대동
"20220630","25010790",성남동
"20220630","25010800",삼성동
"20220630","25020510",은행선화동
"20220630","25020530",목동
"20220630","25020540",중촌동
"20220630","25020550",대흥동
"20220630","25020560",문창동
"20220630","25020570",석교동
"20220630","25020580",대사동
"20220630","25020590",부사동
"20220630","25020600",용두동
"20220630","25020620",오류동
"20220630","25020630",태평1동
"20220630","25020640",태평2동
"20220630","25020650",유천1동
"20220630","25020660",유천2동
"20220630","25020670",문화1동
"20220630","25020680",문화2동
"20220630","25020690",산성동
"20220630","25030510",복수동
"20220630","25030520",도마1동
"20220630","25030530",도마2동
"20220630","25030540",정림동
"20220630","25030550",변동
"20220630","25030560",용문동
"20220630","25030570",탄방동
"20220630","25030590",둔산1동
"20220630","25030600",둔산2동
"20220630","25030610",괴정동
"20220630","25030620",가장동
"20220630","25030630",내동
"20220630","25030640",갈마1동
"20220630","25030650",갈마2동
"20220630","25030660",월평1동
"20220630","25030670",월평2동
"20220630","25030680",월평3동
"20220630","25030690",만년동
"20220630","25030512",도안동
"20220630","25030710",기성동
"20220630","25030720",관저1동
"20220630","25030730",관저2동
"20220630","25030740",둔산3동
"20220630","25040540",온천2동
"20220630","25040550",신성동
"20220630","25040570",전민동
"20220630","25040590",노은1동
"20220630","25040610",구즉동
"20220630","25040630",관평동
"20220630","25040640",온천1동
"20220630","25040660",노은2동
"20220630","25040670",노은3동
"20220630","25040680",진잠동
"20220630","25040690",학하동
"20220630","25040700",상대동
"20220630","25040710",원신흥동
"20220630","25050510",오정동
"20220630","25050520",대화동
"20220630","25050530",회덕동
"20220630","25050540",비래동
"20220630","25050550",중리동
"20220630","25050560",법1동
"20220630","25050570",법2동
"20220630","25050580",신탄진동
"20220630","25050590",석봉동
"20220630","25050600",덕암동
"20220630","25050610",목상동
"20220630","25050620",송촌동
"20220630","26010510",학성동
"20220630","26010520",반구1동
"20220630","26010530",반구2동
"20220630","26010540",복산1동
"20220630","26010550",복산2동
"20220630","26010590",우정동
"20220630","26010600",태화동
"20220630","26010610",다운동
"20220630","26010620",병영1동
"20220630","26010630",병영2동
"20220630","26010640",약사동
"20220630","26010660",성안동
"20220630","26010670",중앙동
"20220630","26020510",신정1동
"20220630","26020520",신정2동
"20220630","26020530",신정3동
"20220630","26020540",신정4동
"20220630","26020550",신정5동
"20220630","26020560",달동
"20220630","26020570",삼산동
"20220630","26020580",삼호동
"20220630","26020590",무거동
"20220630","26020600",옥동
"20220630","26020610",야음장생포동
"20220630","26020620",대현동
"20220630","26020630",수암동
"20220630","26020640",선암동
"20220630","26030510",방어동
"20220630","26030520",일산동
"20220630","26030530",화정동
"20220630","26030540",대송동
"20220630","26030550",전하1동
"20220630","26030580",남목1동
"20220630","26030590",남목2동
"20220630","26030600",남목3동
"20220630","26030610",전하2동
"20220630","26040510",농소1동
"20220630","26040520",농소2동
"20220630","26040530",농소3동
"20220630","26040540",강동동
"20220630","26040560",효문동
"20220630","26040570",송정동
"20220630","26040580",양정동
"20220630","26040590",염포동
"20220630","26510110",온산읍
"20220630","26510120",언양읍
"20220630","26510130",온양읍
"20220630","26510140",범서읍
"20220630","26510150",청량읍
"20220630","26510160",삼남읍
"20220630","26510310",서생면
"20220630","26510340",웅촌면
"20220630","26510360",두동면
"20220630","26510370",두서면
"20220630","26510380",상북면
"20220630","26510400",삼동면
"20220630","29010110",조치원읍
"20220630","29010310",연기면
"20220630","29010320",연동면
"20220630","29010330",부강면
"20220630","29010340",금남면
"20220630","29010350",장군면
"20220630","29010360",연서면
"20220630","29010370",전의면
"20220630","29010380",전동면
"20220630","29010390",소정면
"20220630","29010560",종촌동
"20220630","29010590",아름동
"20220630","29010600",고운동
"20220630","29010610",한솔동
"20220630","29010640",대평동
"20220630","29010660",보람동
"20220630","29010670",새롬동
"20220630","29010680",다정동
"20220630","29010690",도담동
"20220630","29010700",해밀동
"20220630","29010710",소담동
"20220630","29010720",반곡동
"20220630","31011540",파장동
"20220630","31011550",율천동
"20220630","31011560",정자1동
"20220630","31011570",정자2동
"20220630","31011580",영화동
"20220630","31011590",송죽동
"20220630","31011600",조원1동
"20220630","31011610",연무동
"20220630","31011620",정자3동
"20220630","31011630",조원2동
"20220630","31012520",세류1동
"20220630","31012530",세류2동
"20220630","31012540",세류3동
"20220630","31012550",평동
"20220630","31012560",서둔동
"20220630","31012570",구운동
"20220630","31012600",권선1동
"20220630","31012610",곡선동
"20220630","31012620",입북동
"20220630","31012640",권선2동
"20220630","31012650",금곡동
"20220630","31012660",호매실동
"20220630","31013530",지동
"20220630","31013540",우만1동
"20220630","31013550",우만2동
"20220630","31013560",인계동
"20220630","31013670",매교동
"20220630","31013680",매산동
"20220630","31013690",고등동
"20220630","31013700",화서1동
"20220630","31013710",화서2동
"20220630","31013720",행궁동
"20220630","31014510",매탄1동
"20220630","31014520",매탄2동
"20220630","31014530",매탄3동
"20220630","31014540",매탄4동
"20220630","31014600",원천동
"20220630","31014620",광교1동
"20220630","31014630",광교2동
"20220630","31014640",영통1동
"20220630","31014650",영통2동
"20220630","31014660",영통3동
"20220630","31014670",망포1동
"20220630","31014680",망포2동
"20220630","31021510",신흥1동
"20220630","31021520",신흥2동
"20220630","31021530",신흥3동
"20220630","31021540",태평1동
"20220630","31021550",태평2동
"20220630","31021560",태평3동
"20220630","31021570",태평4동
"20220630","31021580",수진1동
"20220630","31021590",수진2동
"20220630","31021600",단대동
"20220630","31021610",산성동
"20220630","31021620",양지동
"20220630","31021640",신촌동
"20220630","31021650",고등동
"20220630","31021660",시흥동
"20220630","31021670",복정동
"20220630","31021680",위례동
"20220630","31022510",성남동
"20220630","31022530",금광1동
"20220630","31022540",금광2동
"20220630","31022550",은행1동
"20220630","31022560",은행2동
"20220630","31022570",상대원1동
"20220630","31022580",상대원2동
"20220630","31022590",상대원3동
"20220630","31022600",하대원동
"20220630","31022610",도촌동
"20220630","31022620",중앙동
"20220630","31023510",분당동
"20220630","31023520",수내3동
"20220630","31023530",수내1동
"20220630","31023540",수내2동
"20220630","31023550",정자2동
"20220630","31023560",정자3동
"20220630","31023580",서현1동
"20220630","31023590",서현2동
"20220630","31023600",이매1동
"20220630","31023610",이매2동
"20220630","31023620",야탑1동
"20220630","31023630",야탑3동
"20220630","31023640",야탑2동
"20220630","31023670",구미동
"20220630","31023680",운중동
"20220630","31023710",금곡동
"20220630","31023720",구미1동
"20220630","31023740",삼평동
"20220630","31023750",판교동
"20220630","31023760",백현동
"20220630","31023770",정자1동
"20220630","31023780",정자동
"20220630","31030520",의정부2동
"20220630","31030550",호원1동
"20220630","31030560",장암동
"20220630","31030570",신곡1동
"20220630","31030580",신곡2동
"20220630","31030590",송산1동
"20220630","31030600",자금동
"20220630","31030640",녹양동
"20220630","31030650",호원2동
"20220630","31030670",흥선동
"20220630","31030680",가능동
"20220630","31030690",의정부1동
"20220630","31030700",송산2동
"20220630","31030710",송산3동
"20220630","31041510",안양1동
"20220630","31041520",안양2동
"20220630","31041530",안양3동
"20220630","31041540",안양4동
"20220630","31041550",안양5동
"20220630","31041560",안양6동
"20220630","31041570",안양7동
"20220630","31041580",안양8동
"20220630","31041590",안양9동
"20220630","31041600",석수1동
"20220630","31041610",석수2동
"20220630","31041620",석수3동
"20220630","31041630",박달1동
"20220630","31041640",박달2동
"20220630","31042510",비산1동
"20220630","31042520",비산2동
"20220630","31042530",비산3동
"20220630","31042540",부흥동
"20220630","31042550",달안동
"20220630","31042560",관양1동
"20220630","31042570",관양2동
"20220630","31042580",부림동
"20220630","31042590",평촌동
"20220630","31042600",평안동
"20220630","31042610",귀인동
"20220630","31042620",호계1동
"20220630","31042630",호계2동
"20220630","31042640",호계3동
"20220630","31042650",범계동
"20220630","31042660",신촌동
"20220630","31042670",갈산동
"20220630","31050870",심곡동
"20220630","31050880",부천동
"20220630","31050890",중동
"20220630","31050900",신중동
"20220630","31050910",상동
"20220630","31050920",대산동
"20220630","31050930",소사본동
"20220630","31050940",범안동
"20220630","31050950",성곡동
"20220630","31050960",오정동
"20220630","31060510",광명1동
"20220630","31060520",광명2동
"20220630","31060530",광명3동
"20220630","31060540",광명4동
"20220630","31060550",광명5동
"20220630","31060560",광명6동
"20220630","31060570",광명7동
"20220630","31060580",철산1동
"20220630","31060590",철산2동
"20220630","31060600",철산3동
"20220630","31060610",철산4동
"20220630","31060620",하안1동
"20220630","31060630",하안2동
"20220630","31060640",하안3동
"20220630","31060650",하안4동
"20220630","31060660",소하1동
"20220630","31060680",학온동
"20220630","31060690",소하2동
"20220630","31060700",일직동
"20220630","31070110",팽성읍
"20220630","31070120",안중읍
"20220630","31070130",포승읍
"20220630","31070140",청북읍
"20220630","31070310",진위면
"20220630","31070320",서탄면
"20220630","31070330",고덕면
"20220630","31070340",오성면
"20220630","31070370",현덕면
"20220630","31070510",중앙동
"20220630","31070520",서정동
"20220630","31070530",송탄동
"20220630","31070550",지산동
"20220630","31070560",송북동
"20220630","31070570",신장1동
"20220630","31070580",신장2동
"20220630","31070590",신평동
"20220630","31070600",원평동
"20220630","31070610",통복동
"20220630","31070640",세교동
"20220630","31070650",비전2동
"20220630","31070660",용이동
"20220630","31070670",비전1동
"20220630","31070680",동삭동
"20220630","31070690",고덕동
"20220630","31080510",생연1동
"20220630","31080520",생연2동
"20220630","31080530",중앙동
"20220630","31080550",보산동
"20220630","31080560",불현동
"20220630","31080580",소요동
"20220630","31080600",상패동
"20220630","31080610",송내동
"20220630","31091510",일동
"20220630","31091540",본오1동
"20220630","31091550",본오2동
"20220630","31091560",본오3동
"20220630","31091570",부곡동
"20220630","31091580",월피동
"20220630","31091620",성포동
"20220630","31091710",반월동
"20220630","31091730",안산동
"20220630","31091740",이동
"20220630","31091760",사동
"20220630","31091770",사이동
"20220630","31091780",해양동
"20220630","31092590",와동
"20220630","31092660",초지동
"20220630","31092680",선부1동
"20220630","31092690",선부2동
"20220630","31092700",선부3동
"20220630","31092720",대부동
"20220630","31092730",호수동
"20220630","31092740",고잔동
"20220630","31092750",중앙동
"20220630","31092760",원곡동
"20220630","31092770",신길동
"20220630","31092780",백운동
"20220630","31101510",주교동
"20220630","31101520",원신동
"20220630","31101511",흥도동
"20220630","31101540",성사1동
"20220630","31101550",성사2동
"20220630","31101560",효자동
"20220630","31101580",창릉동
"20220630","31101590",고양동
"20220630","31101600",관산동
"20220630","31101610",능곡동
"20220630","31101620",화정1동
"20220630","31101630",화정2동
"20220630","31101640",행주동
"20220630","31101650",행신1동
"20220630","31101660",행신2동
"20220630","31101670",화전동
"20220630","31101680",대덕동
"20220630","31101515",행신4동
"20220630","31101512",삼송1동
"20220630","31103510",식사동
"20220630","31103512",중산2동
"20220630","31103530",정발산동
"20220630","31103540",풍산동
"20220630","31103550",백석1동
"20220630","31103560",마두1동
"20220630","31103570",마두2동
"20220630","31103580",장항1동
"20220630","31103590",장항2동
"20220630","31103600",고봉동
"20220630","31103610",백석2동
"20220630","31104510",일산1동
"20220630","31104520",일산2동
"20220630","31104530",일산3동
"20220630","31104512",탄현2동
"20220630","31104550",주엽1동
"20220630","31104560",주엽2동
"20220630","31104570",대화동
"20220630","31104580",송포동
"20220630","31104514",가좌동
"20220630","31110510",중앙동
"20220630","31110520",갈현동
"20220630","31110530",별양동
"20220630","31110540",부림동
"20220630","31110550",과천동
"20220630","31110560",문원동
"20220630","31120510",갈매동
"20220630","31120520",동구동
"20220630","31120530",인창동
"20220630","31120540",교문1동
"20220630","31120550",교문2동
"20220630","31120560",수택1동
"20220630","31120570",수택2동
"20220630","31120580",수택3동
"20220630","31130110",와부읍
"20220630","31130120",진접읍
"20220630","31130111",화도읍
"20220630","31130140",진건읍
"20220630","31130150",오남읍
"20220630","31130160",퇴계원읍
"20220630","31130310",별내면
"20220630","31130340",수동면
"20220630","31130350",조안면
"20220630","31130510",호평동
"20220630","31130520",평내동
"20220630","31130530",금곡동
"20220630","31130540",양정동
"20220630","31130570",별내동
"20220630","31130580",다산1동
"20220630","31130590",다산2동
"20220630","31140510",중앙동
"20220630","31140520",대원동
"20220630","31140530",남촌동
"20220630","31140540",신장동
"20220630","31140550",세마동
"20220630","31140560",초평동
"20220630","31150510",대야동
"20220630","31150520",신천동
"20220630","31150530",신현동
"20220630","31150540",은행동
"20220630","31150550",매화동
"20220630","31150560",목감동
"20220630","31150590",과림동
"20220630","31150610",정왕2동
"20220630","31150620",정왕3동
"20220630","31150640",정왕본동
"20220630","31150650",정왕1동
"20220630","31150670",능곡동
"20220630","31150680",군자동
"20220630","31150690",월곶동
"20220630","31150700",연성동
"20220630","31150710",장곡동
"20220630","31150720",정왕4동
"20220630","31150740",배곧1동
"20220630","31150750",배곧2동
"20220630","31160510",군포1동
"20220630","31160520",군포2동
"20220630","31160540",산본1동
"20220630","31160550",산본2동
"20220630","31160560",금정동
"20220630","31160570",재궁동
"20220630","31160580",오금동
"20220630","31160590",수리동
"20220630","31160600",궁내동
"20220630","31160610",광정동
"20220630","31160630",대야동
"20220630","31160640",송부동
"20220630","31170510",고천동
"20220630","31170520",부곡동
"20220630","31170530",오전동
"20220630","31170540",내손1동
"20220630","31170550",내손2동
"20220630","31170560",청계동
"20220630","31180510",천현동
"20220630","31180520",신장1동
"20220630","31180530",신장2동
"20220630","31180540",덕풍1동
"20220630","31180550",덕풍2동
"20220630","31180560",덕풍3동
"20220630","31180590",춘궁동
"20220630","31180600",초이동
"20220630","31180610",풍산동
"20220630","31180620",미사1동
"20220630","31180630",미사2동
"20220630","31180650",위례동
"20220630","31180660",감북동
"20220630","31180670",감일동
"20220630","31191110",포곡읍
"20220630","31191120",모현읍
"20220630","31191130",이동읍
"20220630","31191140",남사읍
"20220630","31191340",원삼면
"20220630","31191350",백암면
"20220630","31191360",양지면
"20220630","31191510",중앙동
"20220630","31191530",유림동
"20220630","31191540",동부동
"20220630","31191550",역북동
"20220630","31191560",삼가동
"20220630","31192520",구갈동
"20220630","31192540",기흥동
"20220630","31192550",서농동
"20220630","31192560",구성동
"20220630","31192570",마북동
"20220630","31192590",보정동
"20220630","31192600",상하동
"20220630","31192610",신갈동
"20220630","31192630",영덕1동
"20220630","31192640",영덕2동
"20220630","31192650",상갈동
"20220630","31192660",보라동
"20220630","31192670",동백1동
"20220630","31192680",동백2동
"20220630","31192690",동백3동
"20220630","31193510",풍덕천1동
"20220630","31193520",풍덕천2동
"20220630","31193530",신봉동
"20220630","31193550",죽전2동
"20220630","31193560",동천동
"20220630","31193580",상현2동
"20220630","31193590",성복동
"20220630","31193600",죽전1동
"20220630","31193610",죽전3동
"20220630","31193620",상현1동
"20220630","31193630",상현3동
"20220630","31200110",문산읍
"20220630","31200120",파주읍
"20220630","31200130",법원읍
"20220630","31200150",조리읍
"20220630","31200310",월롱면
"20220630","31200320",탄현면
"20220630","31200350",광탄면
"20220630","31200360",파평면
"20220630","31200370",적성면
"20220630","31200390",장단면
"20220630","31200520",금촌2동
"20220630","31200530",금촌1동
"20220630","31200540",금촌3동
"20220630","31200550",교하동
"20220630","31200560",운정1동
"20220630","31200570",운정2동
"20220630","31200580",운정3동
"20220630","31210110",장호원읍
"20220630","31210120",부발읍
"20220630","31210310",신둔면
"20220630","31210320",백사면
"20220630","31210330",호법면
"20220630","31210340",마장면
"20220630","31210350",대월면
"20220630","31210360",모가면
"20220630","31210370",설성면
"20220630","31210380",율면
"20220630","31210510",창전동
"20220630","31210520",중리동
"20220630","31210530",관고동
"20220630","31210540",증포동
"20220630","31220110",공도읍
"20220630","31220310",보개면
"20220630","31220320",금광면
"20220630","31220330",서운면
"20220630","31220340",미양면
"20220630","31220350",대덕면
"20220630","31220360",양성면
"20220630","31220380",원곡면
"20220630","31220390",일죽면
"20220630","31220400",죽산면
"20220630","31220410",삼죽면
"20220630","31220420",고삼면
"20220630","31220510",안성1동
"20220630","31220520",안성2동
"20220630","31220530",안성3동
"20220630","31230110",통진읍
"20220630","31230120",고촌읍
"20220630","31230130",양촌읍
"20220630","31230340",대곶면
"20220630","31230350",월곶면
"20220630","31230360",하성면
"20220630","31230530",사우동
"20220630","31230540",풍무동
"20220630","31230560",장기동
"20220630","31230600",운양동
"20220630","31230610",김포본동
"20220630","31230620",장기본동
"20220630","31230630",구래동
"20220630","31230640",마산동
"20220630","31240120",봉담읍
"20220630","31240130",우정읍
"20220630","31240140",향남읍
"20220630","31240150",남양읍
"20220630","31240310",매송면
"20220630","31240330",비봉면
"20220630","31240350",마도면
"20220630","31240360",송산면
"20220630","31240370",서신면
"20220630","31240380",팔탄면
"20220630","31240390",장안면
"20220630","31240420",양감면
"20220630","31240430",정남면
"20220630","31240520",진안동
"20220630","31240530",병점1동
"20220630","31240540",병점2동
"20220630","31240550",반월동
"20220630","31240560",기배동
"20220630","31240570",화산동
"20220630","31240600",동탄2동
"20220630","31240610",동탄1동
"20220630","31240620",동탄3동
"20220630","31240640",동탄4동
"20220630","31240650",동탄5동
"20220630","31240670",새솔동
"20220630","31240690",동탄7동
"20220630","31240700",동탄6동
"20220630","31240710",동탄8동
"20220630","31250110",오포읍
"20220630","31250120",초월읍
"20220630","31250140",곤지암읍
"20220630","31250340",도척면
"20220630","31250350",퇴촌면
"20220630","31250360",남종면
"20220630","31250380",남한산성면
"20220630","31250540",경안동
"20220630","31250550",송정동
"20220630","31250560",쌍령동
"20220630","31250570",탄벌동
"20220630","31250580",광남1동
"20220630","31250590",광남2동
"20220630","31260110",백석읍
"20220630","31260310",은현면
"20220630","31260320",남면
"20220630","31260330",광적면
"20220630","31260340",장흥면
"20220630","31260510",양주1동
"20220630","31260520",양주2동
"20220630","31260530",회천1동
"20220630","31260540",회천2동
"20220630","31260550",회천3동
"20220630","31260560",회천4동
"20220630","31270110",소흘읍
"20220630","31270310",군내면
"20220630","31270320",내촌면
"20220630","31270330",가산면
"20220630","31270340",신북면
"20220630","31270350",창수면
"20220630","31270360",영중면
"20220630","31270370",일동면
"20220630","31270380",이동면
"20220630","31270390",영북면
"20220630","31270400",관인면
"20220630","31270410",화현면
"20220630","31270510",포천동
"20220630","31270520",선단동
"20220630","31280110",가남읍
"20220630","31280310",점동면
"20220630","31280330",흥천면
"20220630","31280340",금사면
"20220630","31280350",산북면
"20220630","31280360",대신면
"20220630","31280370",북내면
"20220630","31280380",강천면
"20220630","31280390",세종대왕면
"20220630","31280510",여흥동
"20220630","31280520",중앙동
"20220630","31280530",오학동
"20220630","31550110",연천읍
"20220630","31550120",전곡읍
"20220630","31550310",군남면
"20220630","31550320",청산면
"20220630","31550330",백학면
"20220630","31550340",미산면
"20220630","31550350",왕징면
"20220630","31550360",신서면
"20220630","31550370",중면
"20220630","31550380",장남면
"20220630","31570110",가평읍
"20220630","31570310",설악면
"20220630","31570320",청평면
"20220630","31570330",상면
"20220630","31570350",북면
"20220630","31570360",조종면
"20220630","31580110",양평읍
"20220630","31580310",강상면
"20220630","31580320",강하면
"20220630","31580330",양서면
"20220630","31580340",옥천면
"20220630","31580350",서종면
"20220630","31580360",단월면
"20220630","31580370",청운면
"20220630","31580380",양동면
"20220630","31580390",지평면
"20220630","31580400",용문면
"20220630","31580410",개군면
"20220630","32010110",신북읍
"20220630","32010310",동면
"20220630","32010320",동산면
"20220630","32010330",신동면
"20220630","32010340",동내면
"20220630","32010350",남면
"20220630","32010360",남산면
"20220630","32010370",서면
"20220630","32010380",사북면
"20220630","32010390",북산면
"20220630","32010520",교동
"20220630","32010530",조운동
"20220630","32010540",약사명동
"20220630","32010570",근화동
"20220630","32010580",소양동
"20220630","32010600",후평1동
"20220630","32010610",후평2동
"20220630","32010620",후평3동
"20220630","32010630",효자1동
"20220630","32010640",효자2동
"20220630","32010650",효자3동
"20220630","32010660",석사동
"20220630","32010670",퇴계동
"20220630","32010680",강남동
"20220630","32010710",신사우동
"20220630","32020110",문막읍
"20220630","32020310",소초면
"20220630","32020320",호저면
"20220630","32020330",지정면
"20220630","32020340",부론면
"20220630","32020350",귀래면
"20220630","32020360",흥업면
"20220630","32020370",판부면
"20220630","32020380",신림면
"20220630","32020510",중앙동
"20220630","32020520",원인동
"20220630","32020530",개운동
"20220630","32020540",명륜1동
"20220630","32020550",명륜2동
"20220630","32020560",단구동
"20220630","32020570",일산동
"20220630","32020580",학성동
"20220630","32020600",단계동
"20220630","32020610",우산동
"20220630","32020620",태장1동
"20220630","32020630",태장2동
"20220630","32020640",봉산동
"20220630","32020660",행구동
"20220630","32020670",무실동
"20220630","32020680",반곡관설동
"20220630","32030110",주문진읍
"20220630","32030310",성산면
"20220630","32030320",왕산면
"20220630","32030330",구정면
"20220630","32030340",강동면
"20220630","32030350",옥계면
"20220630","32030360",사천면
"20220630","32030370",연곡면
"20220630","32030510",홍제동
"20220630","32030520",중앙동
"20220630","32030540",옥천동
"20220630","32030550",교1동
"20220630","32030560",교2동
"20220630","32030570",포남1동
"20220630","32030580",포남2동
"20220630","32030590",초당동
"20220630","32030600",송정동
"20220630","32030610",내곡동
"20220630","32030620",강남동
"20220630","32030650",성덕동
"20220630","32030670",경포동
"20220630","32040510",천곡동
"20220630","32040520",송정동
"20220630","32040530",북삼동
"20220630","32040540",부곡동
"20220630","32040550",동호동
"20220630","32040570",발한동
"20220630","32040590",묵호동
"20220630","32040600",북평동
"20220630","32040630",망상동
"20220630","32040650",삼화동
"20220630","32050510",황지동
"20220630","32050520",황연동
"20220630","32050530",삼수동
"20220630","32050540",상장동
"20220630","32050550",구문소동
"20220630","32050560",장성동
"20220630","32050580",철암동
"20220630","32050620",문곡소도동
"20220630","32060510",영랑동
"20220630","32060520",동명동
"20220630","32060540",금호동
"20220630","32060560",교동
"20220630","32060570",노학동
"20220630","32060580",조양동
"20220630","32060590",청호동
"20220630","32060600",대포동
"20220630","32070110",도계읍
"20220630","32070120",원덕읍
"20220630","32070310",근덕면
"20220630","32070320",하장면
"20220630","32070330",노곡면
"20220630","32070340",미로면
"20220630","32070350",가곡면
"20220630","32070360",신기면
"20220630","32070510",남양동
"20220630","32070520",성내동
"20220630","32070530",교동
"20220630","32070540",정라동
"20220630","32510110",홍천읍
"20220630","32510310",화촌면
"20220630","32510320",두촌면
"20220630","32510330",내촌면
"20220630","32510340",서석면
"20220630","32510360",남면
"20220630","32510370",서면
"20220630","32510380",북방면
"20220630","32510390",내면
"20220630","32510400",영귀미면
"20220630","32520110",횡성읍
"20220630","32520310",우천면
"20220630","32520320",안흥면
"20220630","32520330",둔내면
"20220630","32520340",갑천면
"20220630","32520350",청일면
"20220630","32520360",공근면
"20220630","32520370",서원면
"20220630","32520380",강림면
"20220630","32530110",영월읍
"20220630","32530120",상동읍
"20220630","32530330",북면
"20220630","32530340",남면
"20220630","32530360",주천면
"20220630","32530380",김삿갓면
"20220630","32530390",한반도면
"20220630","32530400",무릉도원면
"20220630","32530410",산솔면
"20220630","32540110",평창읍
"20220630","32540310",미탄면
"20220630","32540320",방림면
"20220630","32540330",대화면
"20220630","32540340",봉평면
"20220630","32540350",용평면
"20220630","32540360",진부면
"20220630","32540370",대관령면
"20220630","32550110",정선읍
"20220630","32550120",고한읍
"20220630","32550130",사북읍
"20220630","32550140",신동읍
"20220630","32550320",남면
"20220630","32550340",북평면
"20220630","32550350",임계면
"20220630","32550360",화암면
"20220630","32550370",여량면
"20220630","32560110",철원읍
"20220630","32560120",김화읍
"20220630","32560130",갈말읍
"20220630","32560140",동송읍
"20220630","32560210",근북면
"20220630","32560260",근동면
"20220630","32560270",원동면
"20220630","32560280",원남면
"20220630","32560290",임남면
"20220630","32560310",서면
"20220630","32560320",근남면
"20220630","32570110",화천읍
"20220630","32570310",간동면
"20220630","32570320",하남면
"20220630","32570330",상서면
"20220630","32570340",사내면
"20220630","32580110",양구읍
"20220630","32580320",동면
"20220630","32580330",방산면
"20220630","32580340",해안면
"20220630","32580350",국토정중앙면
"20220630","32590110",인제읍
"20220630","32590310",남면
"20220630","32590320",북면
"20220630","32590330",기린면
"20220630","32590340",서화면
"20220630","32590350",상남면
"20220630","32600110",간성읍
"20220630","32600120",거진읍
"20220630","32600260",수동면
"20220630","32600310",현내면
"20220630","32600320",죽왕면
"20220630","32600330",토성면
"20220630","32610110",양양읍
"20220630","32610310",서면
"20220630","32610320",손양면
"20220630","32610330",현북면
"20220630","32610340",현남면
"20220630","32610350",강현면
"20220630","33020110",주덕읍
"20220630","33020310",살미면
"20220630","33020320",수안보면
"20220630","33020340",신니면
"20220630","33020350",노은면
"20220630","33020360",앙성면
"20220630","33020380",금가면
"20220630","33020390",동량면
"20220630","33020400",산척면
"20220630","33020410",엄정면
"20220630","33020420",소태면
"20220630","33020430",대소원면
"20220630","33020440",중앙탑면
"20220630","33020510",성내·충인동
"20220630","33020530",교현·안림동
"20220630","33020540",교현2동
"20220630","33020550",용산동
"20220630","33020560",지현동
"20220630","33020570",문화동
"20220630","33020580",호암·직동
"20220630","33020600",달천동
"20220630","33020610",봉방동
"20220630","33020620",칠금·금릉동
"20220630","33020630",연수동
"20220630","33020640",목행·용탄동
"20220630","33030110",봉양읍
"20220630","33030310",금성면
"20220630","33030320",청풍면
"20220630","33030330",수산면
"20220630","33030340",덕산면
"20220630","33030350",한수면
"20220630","33030360",백운면
"20220630","33030370",송학면
"20220630","33030510",교동
"20220630","33030560",용두동
"20220630","33030590",청전동
"20220630","33030600",화산동
"20220630","33030700",남현동
"20220630","33030710",영서동
"20220630","33030720",신백동
"20220630","33030730",의림지동
"20220630","33030740",중앙동
"20220630","33041310",낭성면
"20220630","33041320",미원면
"20220630","33041330",가덕면
"20220630","33041340",남일면
"20220630","33041350",문의면
"20220630","33041510",중앙동
"20220630","33041520",성안동
"20220630","33041530",탑·대성동
"20220630","33041540",영운동
"20220630","33041550",금천동
"20220630","33041560",용담·명암·산성동
"20220630","33041570",용암1동
"20220630","33041580",용암2동
"20220630","33042310",남이면
"20220630","33042320",현도면
"20220630","33042510",사직1동
"20220630","33042520",사직2동
"20220630","33042530",사창동
"20220630","33042540",모충동
"20220630","33042550",산남동
"20220630","33042560",분평동
"20220630","33042570",수곡1동
"20220630","33042580",수곡2동
"20220630","33042590",성화·개신·죽림동
"20220630","33043110",오송읍
"20220630","33043310",강내면
"20220630","33043320",옥산면
"20220630","33043510",운천·신봉동
"20220630","33043520",복대1동
"20220630","33043530",복대2동
"20220630","33043540",가경동
"20220630","33043550",봉명1동
"20220630","33043560",봉명2·송정동
"20220630","33043570",강서1동
"20220630","33043580",강서2동
"20220630","33044110",내수읍
"20220630","33044120",오창읍
"20220630","33044310",북이면
